date,open,high,low,close,volume
1997-05-16,0.093,0.0987,0.0852,0.0863,294000000
1997-05-19,0.0852,0.0883,0.0811,0.0852,122136000
1997-05-20,0.0863,0.0873,0.0816,0.0816,109344000
1997-05-21,0.08,0.0821,0.0686,0.0712,377064000
1997-05-22,0.0717,0.0722,0.0655,0.0696,235536000
1997-05-23,0.0702,0.0759,0.0665,0.0748,318744000
1997-05-27,0.0738,0.0821,0.0727,0.079,173952000
1997-05-28,0.0803,0.0816,0.0764,0.0764,91488000
1997-05-29,0.0769,0.0769,0.0738,0.0751,69456000
1997-05-30,0.0748,0.0754,0.0738,0.0748,51888000
1997-06-02,0.0754,0.0764,0.0748,0.0754,11832000
1997-06-03,0.0764,0.0764,0.0738,0.0738,23664000
1997-06-04,0.0738,0.0743,0.0696,0.0707,61608000
1997-06-05,0.0707,0.0769,0.0686,0.0769,113448000
1997-06-06,0.0754,0.0852,0.0754,0.0826,156144000
1997-06-09,0.0842,0.0852,0.0826,0.0842,47040000
1997-06-10,0.0852,0.0852,0.0764,0.079,109176000
1997-06-11,0.0795,0.08,0.0764,0.0769,23760000
1997-06-12,0.079,0.0821,0.0774,0.08,32640000
1997-06-13,0.0811,0.0811,0.079,0.079,13872000
1997-06-16,0.079,0.08,0.0779,0.0785,18264000
1997-06-17,0.0787,0.0798,0.0746,0.0751,94128000
1997-06-18,0.0759,0.0766,0.0748,0.0754,49296000
1997-06-19,0.0754,0.0764,0.0748,0.0754,20064000
1997-06-20,0.0764,0.0774,0.0748,0.0761,67752000
1997-06-23,0.0759,0.0769,0.0738,0.0748,20952000
1997-06-24,0.0751,0.0761,0.0738,0.0754,15024000
1997-06-25,0.0754,0.0761,0.0743,0.0754,42120000
1997-06-26,0.0759,0.0759,0.0751,0.0754,63792000
1997-06-27,0.0756,0.0756,0.0738,0.0743,23760000
1997-06-30,0.0754,0.0798,0.0738,0.0769,54936000
1997-07-01,0.0769,0.0769,0.0754,0.0756,25848000
1997-07-02,0.0766,0.0795,0.0754,0.0792,77640000
1997-07-03,0.0816,0.0956,0.0795,0.0954,251544000
1997-07-07,0.0914,0.1008,0.0914,0.0998,161064000
1997-07-08,0.1018,0.1164,0.1018,0.1148,310344000
1997-07-09,0.1148,0.119,0.1133,0.1159,165240000
1997-07-10,0.118,0.119,0.1164,0.1185,181032000
1997-07-11,0.118,0.1257,0.1102,0.1164,210624000
1997-07-14,0.1153,0.1164,0.1086,0.1102,92088000
1997-07-15,0.1091,0.1195,0.1065,0.119,185496000
1997-07-16,0.1221,0.1245,0.1148,0.1164,60480000
1997-07-17,0.1128,0.1169,0.1107,0.1117,63384000
1997-07-18,0.1091,0.1107,0.1076,0.1076,15600000
1997-07-21,0.1086,0.1097,0.107,0.1086,11496000
1997-07-22,0.1081,0.1091,0.1029,0.1065,31272000
1997-07-23,0.1091,0.1133,0.1086,0.113,65184000
1997-07-24,0.1148,0.1153,0.1107,0.1128,24336000
1997-07-25,0.1112,0.1122,0.1107,0.1112,12408000
1997-07-28,0.1112,0.1148,0.1107,0.1143,51480000
1997-07-29,0.118,0.12,0.1164,0.119,96288000
1997-07-30,0.118,0.1247,0.1164,0.1237,50352000
1997-07-31,0.1216,0.1216,0.1164,0.1195,29088000
1997-08-01,0.1169,0.1205,0.1122,0.1205,71760000
1997-08-04,0.1185,0.1203,0.1148,0.1153,53424000
1997-08-05,0.1153,0.1164,0.107,0.1102,60648000
1997-08-06,0.1102,0.1153,0.1091,0.1122,24864000
1997-08-07,0.1122,0.1128,0.106,0.1086,40680000
1997-08-08,0.1081,0.1148,0.105,0.1143,44232000
1997-08-11,0.1143,0.1164,0.1122,0.1161,24792000
1997-08-12,0.1138,0.1148,0.1097,0.1097,11424000
1997-08-13,0.1112,0.1112,0.1081,0.1097,11808000
1997-08-14,0.1086,0.1122,0.1057,0.1076,20832000
1997-08-15,0.0977,0.1076,0.0966,0.1055,31944000
1997-08-18,0.1013,0.1024,0.0982,0.1018,35688000
1997-08-19,0.1045,0.1102,0.1024,0.1081,20064000
1997-08-20,0.1039,0.1091,0.1034,0.1081,19992000
1997-08-21,0.1065,0.1083,0.1034,0.1055,12480000
1997-08-22,0.105,0.106,0.1045,0.106,14256000
1997-08-25,0.105,0.1128,0.105,0.1107,22536000
1997-08-26,0.1117,0.1174,0.1112,0.1169,51480000
1997-08-27,0.1151,0.1159,0.1122,0.1156,27840000
1997-08-28,0.1148,0.1195,0.1138,0.1185,22944000
1997-08-29,0.118,0.1185,0.1159,0.1166,14448000
1997-09-02,0.1169,0.1185,0.1164,0.1174,14640000
1997-09-03,0.1169,0.1205,0.1153,0.1164,39288000
1997-09-04,0.118,0.1273,0.1169,0.1273,66960000
1997-09-05,0.1289,0.133,0.1226,0.1247,38160000
1997-09-08,0.1263,0.1507,0.1247,0.1496,112968000
1997-09-09,0.1569,0.1689,0.1512,0.1616,179424000
1997-09-10,0.1652,0.1663,0.1559,0.1647,77328000
1997-09-11,0.1616,0.1663,0.1517,0.1575,85248000
