Date,Open,High,Low,Close,Adj Close,Volume
01-01-2003,59.987499,61.974998,59.987499,61.087502,45.521038,6027072
02-01-2003,61.525002,62.924999,57.912498,58.299999,43.443855,5325328
03-01-2003,60,61.049999,58.5,59.012501,43.974789,4198040
06-01-2003,59.924999,60.1875,56.875,57.262501,42.670746,4121520
07-01-2003,58,58.5,56.0625,56.599998,42.17704,2650800
08-01-2003,57.349998,59.150002,56.924999,58.625,43.686028,2648456
09-01-2003,59,60.150002,58.450001,59.200001,44.114525,2630400
10-01-2003,60,60,55.262501,55.575001,41.413246,1702816
13-01-2003,56.224998,56.75,54.25,56.137501,41.832409,2421496
14-01-2003,56.724998,58.625,56.5,56.887501,42.391296,2239360
15-01-2003,57.349998,58.625,57.025002,58.025002,43.238934,2759760
16-01-2003,58.462502,60.200001,57.525002,58.849998,43.853699,2842656
17-01-2003,58.125,59,57.275002,57.525002,42.866329,1284144
20-01-2003,57.25,57.474998,55.275002,55.6875,41.497066,928872
21-01-2003,55.762501,56.5625,54,54.237499,40.416576,1147240
22-01-2003,54.700001,55.75,54.075001,54.474998,40.593563,1081352
23-01-2003,53.75,54.474998,51.775002,52.474998,39.103188,1001872
24-01-2003,52.625,53.474998,49.887501,50.599998,37.70599,1436848
27-01-2003,48,49.974998,46.275002,47.075001,35.079231,916832
28-01-2003,48.137501,50.75,46.25,50.362499,37.529015,2043224
29-01-2003,50.525002,51.25,48.549999,48.9375,36.467136,1370440
30-01-2003,48.775002,51.099998,48.775002,49.6875,37.026031,1203464
31-01-2003,48.75,50.112499,48.174999,48.487499,36.131798,1083040
03-02-2003,48.8125,52.474998,48.625,52.1875,38.888969,1566808
04-02-2003,52.25,53.474998,50.012501,50.549999,37.668736,1311144
05-02-2003,49.75,50.5,48.837502,49.612499,36.970127,845080
06-02-2003,49.6875,50.900002,49.125,50.612499,37.715302,946624
07-02-2003,50.137501,51.912498,49.5625,50.125,37.352036,1023440
10-02-2003,49.5,50.224998,48.299999,48.462502,36.113163,449688
11-02-2003,48.5,49.737499,47.75,48.025002,35.787148,701960
12-02-2003,48.525002,48.75,47.025002,47.387501,35.312115,459064
13-02-2003,47.387501,47.387501,47.387501,47.387501,35.312115,0
14-02-2003,45.637501,47.849998,44.5625,44.987499,33.523674,790336
17-02-2003,46.25,48,45.787498,47.849998,35.656746,795272
18-02-2003,48.599998,49,47.325001,47.5625,35.44252,819688
19-02-2003,48.25,48.462502,47.412498,47.587502,35.461136,455960
20-02-2003,46.400002,47.737499,45.825001,47.4375,35.349365,542944
21-02-2003,47.5,47.950001,46.424999,46.612499,34.734589,494544
24-02-2003,47.737499,47.737499,46.5,46.900002,34.948814,326488
25-02-2003,45.387501,47,45.387501,45.799999,34.129131,264440
26-02-2003,46.275002,46.950001,44.650002,45,33.532978,422312
27-02-2003,44.75,46.450001,44.700001,45.6875,34.0453,280480
28-02-2003,47.387501,48.5,46.049999,48.049999,35.805786,694688
03-03-2003,46.275002,48.987499,46.275002,47.525002,35.414558,500896
04-03-2003,47,47,46,46.337502,34.529667,255760
05-03-2003,45.825001,47,44.9375,46.525002,34.669392,471552
06-03-2003,46.900002,46.900002,45,45.262501,33.728611,265080
07-03-2003,45.974998,45.974998,43.8125,44,32.787804,518664
10-03-2003,43.837502,44.25,40.375,41.025002,30.570915,346400
11-03-2003,40,43.450001,39.575001,42.012501,31.306787,497168
12-03-2003,43.174999,43.174999,41.200001,41.387501,30.84104,481872
13-03-2003,42.212502,42.724998,41,41.924999,31.241562,390112
14-03-2003,41.924999,41.924999,41.924999,41.924999,31.241562,0
17-03-2003,40.775002,43,40.275002,41.799999,31.148417,373856
18-03-2003,41.799999,41.799999,41.799999,41.799999,31.148417,0
19-03-2003,42.875,43.25,41.3125,41.712502,31.083223,374256
20-03-2003,41.875,43,41,42.724998,31.837725,537616
21-03-2003,42.724998,42.724998,42.724998,42.724998,31.837725,0
24-03-2003,43.375,43.75,41.25,41.587502,30.990057,328920
25-03-2003,42.474998,42.474998,40.125,40.987499,30.542955,351496
26-03-2003,42.25,42.25,40.125,40.799999,30.403248,260264
27-03-2003,40.474998,41,40,40.412498,30.114489,241056
28-03-2003,41.5,41.5,40,40.174999,29.937517,218000
31-03-2003,32.474998,39.712502,32.474998,38.387501,28.605507,230712
01-04-2003,null,null,null,null,null,null
02-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
03-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
04-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
07-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
08-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
09-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
10-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
11-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
14-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
15-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
16-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
17-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
18-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
21-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
22-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
23-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
24-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
25-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
28-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
29-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
30-04-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
01-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
02-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
05-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
06-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
07-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
08-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
09-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
12-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
13-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
14-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
15-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
16-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
19-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
20-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
21-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
22-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
23-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
26-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
27-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
28-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
29-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
30-05-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
02-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
03-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
04-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
05-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
06-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
09-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
10-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
11-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
12-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
13-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
16-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
17-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
18-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
19-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
20-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
23-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
24-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
25-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
26-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
27-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
30-06-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
01-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
02-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
03-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
04-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
07-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
08-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
09-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
10-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
11-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
14-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
15-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
16-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
17-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
18-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
21-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
22-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
23-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
24-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
25-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
28-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
29-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
30-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
31-07-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
01-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
04-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
05-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
06-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
07-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
08-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
11-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
12-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
13-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
14-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
15-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
18-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
19-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
20-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
21-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
22-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
25-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
26-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
27-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
28-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
29-08-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
01-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
02-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
03-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
04-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
05-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
08-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
09-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
10-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
11-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
12-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
15-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
16-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
17-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
18-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
19-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
22-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
23-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
24-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
25-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
26-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
29-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
30-09-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
01-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
02-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
03-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
06-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
07-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
08-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
09-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
10-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
13-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
14-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
15-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
16-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
17-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
20-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
21-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
22-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
23-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
24-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
27-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
28-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
29-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
30-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
31-10-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
03-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
04-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
05-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
06-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
07-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
10-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
11-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
12-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
13-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
14-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
17-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
18-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
19-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
20-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
21-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
24-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
25-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
26-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
27-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
28-11-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
01-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
02-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
03-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
04-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
05-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
08-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
09-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
10-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
11-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
12-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
15-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
16-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
17-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
18-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
19-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
22-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
23-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
24-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
25-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
26-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
29-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
30-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
31-12-2003,38.387501,38.387501,38.387501,38.387501,28.605507,0
01-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
02-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
05-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
06-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
07-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
08-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
09-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
12-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
13-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
14-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
15-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
16-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
19-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
20-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
21-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
22-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
23-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
26-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
27-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
28-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
29-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
30-01-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
02-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
03-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
04-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
05-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
06-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
09-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
10-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
11-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
12-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
13-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
16-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
17-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
18-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
19-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
20-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
23-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
24-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
25-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
26-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
27-02-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
01-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
02-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
03-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
