Date,Open,High,Low,Close,Adj Close,Volume
04-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
05-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
08-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
09-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
10-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
11-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
12-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
15-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
16-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
17-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
18-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
19-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
22-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
23-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
24-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
25-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
26-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
29-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
30-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
31-03-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
01-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
02-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
05-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
06-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
07-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
08-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
09-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
12-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
13-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
14-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
15-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
16-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
19-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
20-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
21-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
22-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
23-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
26-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
27-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
28-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
29-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
30-04-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
03-05-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
04-05-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
05-05-2004,38.387501,38.387501,38.387501,38.387501,28.605507,0
06-05-2004,118.625,122.5,113.800003,115.887497,86.356796,19760
07-05-2004,116.25,116.25,111.099998,111.824997,83.32946,31344
10-05-2004,111,112,109.512497,111.099998,82.789268,4904
11-05-2004,114,114,103.75,105.3125,78.476509,21032
12-05-2004,102.25,108.75,91.5,98.449997,73.362732,134928
13-05-2004,90.012497,100,88.75,95.824997,71.406631,55456
14-05-2004,97.5,98.75,87.5,89.037498,66.348778,31144
17-05-2004,85,85,71.525002,74.537498,55.543667,33968
18-05-2004,80.25,82.5,75,80.037498,59.642136,29128
19-05-2004,84.5,88.5,82.125,85.550003,63.749969,39960
20-05-2004,86.25,86.25,82.5,83.512497,62.231621,32104
21-05-2004,81.275002,82.5,79.025002,80.787498,60.201042,31176
24-05-2004,80.75,89.987503,80.75,89.587502,66.758598,54792
25-05-2004,87.75,87.75,83,86,64.085281,32648
26-05-2004,88.75,90,86,86.724998,64.625511,18416
27-05-2004,87.5,89.362503,86.449997,86.987503,64.82119,14072
28-05-2004,87.5,87.5,82.5,83.150002,61.961525,17040
31-05-2004,79.125,81.224998,77.699997,79.212502,59.02739,11976
01-06-2004,82.462502,84.75,79.387497,80.112503,59.698055,29320
02-06-2004,82.125,82.125,79.775002,80,59.614204,4560
03-06-2004,82,83.349998,78.300003,78.675003,58.626854,13808
04-06-2004,81.237503,81.25,77.25,78.462502,58.46851,23944
07-06-2004,80,80,78.25,79.224998,59.036697,9608
08-06-2004,78.400002,79.224998,76.612503,77.474998,57.732632,10272
09-06-2004,77.5,81.224998,77.375,79.925003,59.558304,31424
10-06-2004,81.25,91.25,80,87.237503,65.007462,54480
11-06-2004,91.262497,102,91.262497,93.612503,69.757973,1495680
14-06-2004,93.387497,93.75,85.75,86.349998,64.346092,295448
15-06-2004,88,89.25,85.712502,86.8125,64.690727,172688
16-06-2004,87.5,87.849998,85.5,85.912498,64.020058,62312
17-06-2004,85.625,86.925003,85.625,86.162498,64.206383,30208
18-06-2004,86.362503,93.25,86.362503,88.974998,66.30217,91440
21-06-2004,90,92,86.800003,88.025002,65.594231,49328
22-06-2004,88,88.25,85.5,85.974998,64.066643,20064
23-06-2004,86.875,87.5,82.824997,84.300003,62.818455,22912
24-06-2004,84.987503,86.5,83.275002,85.699997,63.861725,21592
25-06-2004,85,87.5,85,85.699997,63.861725,60280
28-06-2004,87.199997,91.25,87.199997,89.849998,66.954231,100536
29-06-2004,91.25,91.474998,88.125,89.237503,66.497818,47952
30-06-2004,89,90.25,87,87.25,65.016754,20576
01-07-2004,88.487503,88.962502,87.525002,88.349998,65.836464,15168
02-07-2004,89.5,93,89.5,91.4375,68.137154,123232
05-07-2004,91,91.625,87.75,88.375,65.855072,22040
06-07-2004,88.137497,90,88.137497,89.212502,66.479164,39312
07-07-2004,90,90.75,87.5,88.112503,65.659485,39640
08-07-2004,87.5,90.037498,83.737503,84.4375,62.920914,80424
09-07-2004,78.775002,86.25,78.0625,85.625,63.805847,29280
12-07-2004,86.25,88.212502,85,87.300003,65.054024,22272
13-07-2004,88.762497,90.25,88,88.337502,65.827133,48160
14-07-2004,89.987503,92.5,88.875,90.612503,67.522438,74376
15-07-2004,91.75,91.949997,90.5625,90.900002,67.736664,36024
16-07-2004,93.724998,95.5,92.525002,93.974998,70.028084,167704
19-07-2004,95.25,97.199997,93.75,95.412498,71.099266,174480
20-07-2004,96,98.25,94.775002,97.1875,72.421936,157816
21-07-2004,99.762497,99.762497,95.5,96.324997,71.779251,129968
22-07-2004,97.5,97.5,95.512497,95.824997,71.406631,64272
23-07-2004,97.5,97.5,95.775002,96.862503,72.179787,42576
26-07-2004,97,97.375,96.125,96.9375,72.235641,29512
27-07-2004,96.9375,96.9375,96.9375,96.9375,72.235641,0
28-07-2004,100.5,103,99,101.0625,75.309517,182768
29-07-2004,101.5,101.962502,99,100.262497,74.713387,93344
30-07-2004,102.25,102.25,100,100.137497,74.620224,73272
02-08-2004,99.8125,100.75,99.75,100.025002,74.5364,99528
03-08-2004,100.25,100.6875,99.537498,99.900002,74.44326,25104
04-08-2004,95,100.175003,95,99.949997,74.480484,43656
